pos	country_code	country	localite	category	value	date	sources	link	sdr_id	sdr_name	sdr_level
12967	SL	"Sierra Leone"	Bonthe	"Probable cases"	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8624	Bonthe	ADM2
12968	SL	"Sierra Leone"	Bonthe	"Suspected cases"	2	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8624	Bonthe	ADM2
12969	SL	"Sierra Leone"	Kailahun	Cases	585	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8626	Kailahun	ADM2
12970	SL	"Sierra Leone"	Kailahun	"Confirmed cases"	535	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8626	Kailahun	ADM2
12971	SL	"Sierra Leone"	Kailahun	Deaths	258	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8626	Kailahun	ADM2
12972	SL	"Sierra Leone"	Kailahun	"New cases"	2	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8626	Kailahun	ADM2
12973	SL	"Sierra Leone"	Kailahun	"Probable cases"	32	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8626	Kailahun	ADM2
12974	SL	"Sierra Leone"	Kailahun	"Suspected cases"	18	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8626	Kailahun	ADM2
12975	SL	"Sierra Leone"	Kambia	Cases	28	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8627	Kambia	ADM2
12976	SL	"Sierra Leone"	Kambia	"Confirmed cases"	25	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8627	Kambia	ADM2
12977	SL	"Sierra Leone"	Kambia	Deaths	24	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8627	Kambia	ADM2
12978	SL	"Sierra Leone"	Kambia	"New cases"	1	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8627	Kambia	ADM2
12979	SL	"Sierra Leone"	Kambia	"Probable cases"	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8627	Kambia	ADM2
12980	SL	"Sierra Leone"	Kambia	"Suspected cases"	3	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8627	Kambia	ADM2
12981	SL	"Sierra Leone"	Kenema	Cases	495	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8628	Kenema	ADM2
12982	SL	"Sierra Leone"	Kenema	"Confirmed cases"	447	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8628	Kenema	ADM2
12983	SL	"Sierra Leone"	Kenema	Deaths	242	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8628	Kenema	ADM2
12984	SL	"Sierra Leone"	Kenema	"New cases"	14	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8628	Kenema	ADM2
12985	SL	"Sierra Leone"	Kenema	"Probable cases"	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8628	Kenema	ADM2
12986	SL	"Sierra Leone"	Kenema	"Suspected cases"	48	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8628	Kenema	ADM2
12987	SL	"Sierra Leone"	Koinadugu	Cases	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8629	Koinadugu	ADM2
12988	SL	"Sierra Leone"	Koinadugu	"Confirmed cases"	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8629	Koinadugu	ADM2
12989	SL	"Sierra Leone"	Koinadugu	Deaths	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8629	Koinadugu	ADM2
12990	SL	"Sierra Leone"	Koinadugu	"New cases"	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8629	Koinadugu	ADM2
12991	SL	"Sierra Leone"	Koinadugu	"Probable cases"	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8629	Koinadugu	ADM2
12992	SL	"Sierra Leone"	Koinadugu	"Suspected cases"	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8629	Koinadugu	ADM2
12993	SL	"Sierra Leone"	Kono	Cases	84	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8630	Kono	ADM2
12994	SL	"Sierra Leone"	Kono	"Confirmed cases"	31	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8630	Kono	ADM2
12995	SL	"Sierra Leone"	Kono	Deaths	39	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8630	Kono	ADM2
12996	SL	"Sierra Leone"	Kono	"New cases"	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8630	Kono	ADM2
12997	SL	"Sierra Leone"	Kono	"Probable cases"	1	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8630	Kono	ADM2
12998	SL	"Sierra Leone"	Kono	"Suspected cases"	52	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8630	Kono	ADM2
12999	SL	"Sierra Leone"	Moyamba	Cases	99	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8631	Moyamba	ADM2
13000	SL	"Sierra Leone"	Moyamba	"Confirmed cases"	77	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8631	Moyamba	ADM2
13001	SL	"Sierra Leone"	Moyamba	Deaths	51	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8631	Moyamba	ADM2
13002	SL	"Sierra Leone"	Moyamba	"New cases"	2	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8631	Moyamba	ADM2
13003	SL	"Sierra Leone"	Moyamba	"Probable cases"	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8631	Moyamba	ADM2
13004	SL	"Sierra Leone"	Moyamba	"Suspected cases"	22	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8631	Moyamba	ADM2
13005	SL	"Sierra Leone"	National	Cases	3252	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	0		
13006	SL	"Sierra Leone"	National	"Confirmed cases"	2849	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	0		
13007	SL	"Sierra Leone"	National	Deaths	1183	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	0		
13008	SL	"Sierra Leone"	National	"New cases"	65	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	0		
13009	SL	"Sierra Leone"	National	"Probable cases"	37	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	0		
13010	SL	"Sierra Leone"	National	"Suspected cases"	366	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	0		
13011	SL	"Sierra Leone"	"Port Loko"	Cases	427	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8632	"Port Loko"	ADM2
13012	SL	"Sierra Leone"	"Port Loko"	"Confirmed cases"	405	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8632	"Port Loko"	ADM2
13013	SL	"Sierra Leone"	"Port Loko"	Deaths	107	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8632	"Port Loko"	ADM2
13014	SL	"Sierra Leone"	"Port Loko"	"New cases"	7	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8632	"Port Loko"	ADM2
13015	SL	"Sierra Leone"	"Port Loko"	"Probable cases"	1	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8632	"Port Loko"	ADM2
13016	SL	"Sierra Leone"	"Port Loko"	"Suspected cases"	21	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8632	"Port Loko"	ADM2
13017	SL	"Sierra Leone"	Pujehun	Cases	27	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8633	Pujehun	ADM2
13018	SL	"Sierra Leone"	Pujehun	"Confirmed cases"	24	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8633	Pujehun	ADM2
13019	SL	"Sierra Leone"	Pujehun	Deaths	17	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8633	Pujehun	ADM2
13020	SL	"Sierra Leone"	Pujehun	"New cases"	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8633	Pujehun	ADM2
13021	SL	"Sierra Leone"	Pujehun	"Probable cases"	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8633	Pujehun	ADM2
13022	SL	"Sierra Leone"	Pujehun	"Suspected cases"	3	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8633	Pujehun	ADM2
13023	SL	"Sierra Leone"	Tonkolili	Cases	150	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8634	Tonkolili	ADM2
13024	SL	"Sierra Leone"	Tonkolili	"Confirmed cases"	127	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8634	Tonkolili	ADM2
13025	SL	"Sierra Leone"	Tonkolili	Deaths	54	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8634	Tonkolili	ADM2
13026	SL	"Sierra Leone"	Tonkolili	"New cases"	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8634	Tonkolili	ADM2
13027	SL	"Sierra Leone"	Tonkolili	"Probable cases"	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8634	Tonkolili	ADM2
13028	SL	"Sierra Leone"	Tonkolili	"Suspected cases"	23	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8634	Tonkolili	ADM2
13029	SL	"Sierra Leone"	"Western Area"	Cases	748	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8622	"Western Area"	ADM1
13030	SL	"Sierra Leone"	"Western Area"	"Confirmed cases"	664	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8622	"Western Area"	ADM1
13031	SL	"Sierra Leone"	"Western Area"	Deaths	150	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8622	"Western Area"	ADM1
13032	SL	"Sierra Leone"	"Western Area"	"New cases"	17	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8622	"Western Area"	ADM1
13033	SL	"Sierra Leone"	"Western Area"	"Probable cases"	1	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8622	"Western Area"	ADM1
13034	SL	"Sierra Leone"	"Western Area"	"Suspected cases"	83	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8622	"Western Area"	ADM1
13035	GN	Guinea	Beyla	Cases	8	41925	Gvt	"Sitrep181 13Oct"	37	Beyla	ADM2
13036	GN	Guinea	Beyla	"Confirmed cases"	7	41925	Gvt	"Sitrep181 13Oct"	37	Beyla	ADM2
13037	GN	Guinea	Beyla	Deaths	3	41925	Gvt	"Sitrep181 13Oct"	37	Beyla	ADM2
13038	GN	Guinea	Beyla	"New cases"	0	41925	Gvt	"Sitrep181 13Oct"	37	Beyla	ADM2
13039	GN	Guinea	Beyla	"Probable cases"	0	41925	Gvt	"Sitrep181 13Oct"	37	Beyla	ADM2
13040	GN	Guinea	Beyla	"Suspected cases"	1	41925	Gvt	"Sitrep181 13Oct"	37	Beyla	ADM2
13041	GN	Guinea	Boffa	Cases	24	41925	Gvt	"Sitrep181 13Oct"	9	Boffa	ADM2
13042	GN	Guinea	Boffa	"Confirmed cases"	19	41925	Gvt	"Sitrep181 13Oct"	9	Boffa	ADM2
13043	GN	Guinea	Boffa	Deaths	16	41925	Gvt	"Sitrep181 13Oct"	9	Boffa	ADM2
13044	GN	Guinea	Boffa	"New cases"	0	41925	Gvt	"Sitrep181 13Oct"	9	Boffa	ADM2
13045	GN	Guinea	Boffa	"Probable cases"	5	41925	Gvt	"Sitrep181 13Oct"	9	Boffa	ADM2
13046	GN	Guinea	Boffa	"Suspected cases"	0	41925	Gvt	"Sitrep181 13Oct"	9	Boffa	ADM2
13047	GN	Guinea	Boke	Cases	1	41925	Gvt	"Sitrep181 13Oct"	1	Boke	ADM1
13048	GN	Guinea	Boke	"Confirmed cases"	1	41925	Gvt	"Sitrep181 13Oct"	1	Boke	ADM1
13049	GN	Guinea	Boke	Deaths	0	41925	Gvt	"Sitrep181 13Oct"	1	Boke	ADM1
13050	GN	Guinea	Boke	"New cases"	0	41925	Gvt	"Sitrep181 13Oct"	1	Boke	ADM1
13051	GN	Guinea	Boke	"Probable cases"	0	41925	Gvt	"Sitrep181 13Oct"	1	Boke	ADM1
13052	GN	Guinea	Boke	"Suspected cases"	0	41925	Gvt	"Sitrep181 13Oct"	1	Boke	ADM1
13053	GN	Guinea	Conakry	Cases	233	41925	Gvt	"Sitrep181 13Oct"	2	Conakry	ADM1
13054	GN	Guinea	Conakry	"Confirmed cases"	195	41925	Gvt	"Sitrep181 13Oct"	2	Conakry	ADM1
13055	GN	Guinea	Conakry	Deaths	90	41925	Gvt	"Sitrep181 13Oct"	2	Conakry	ADM1
13056	GN	Guinea	Conakry	"New cases"	17	41925	Gvt	"Sitrep181 13Oct"	2	Conakry	ADM1
13057	GN	Guinea	Conakry	"Probable cases"	11	41925	Gvt	"Sitrep181 13Oct"	2	Conakry	ADM1
13058	GN	Guinea	Conakry	"Suspected cases"	27	41925	Gvt	"Sitrep181 13Oct"	2	Conakry	ADM1
13059	GN	Guinea	Coyah	Cases	41	41925	Gvt	"Sitrep181 13Oct"	23	Coyah	ADM2
13060	GN	Guinea	Coyah	"Confirmed cases"	38	41925	Gvt	"Sitrep181 13Oct"	23	Coyah	ADM2
13061	GN	Guinea	Coyah	Deaths	13	41925	Gvt	"Sitrep181 13Oct"	23	Coyah	ADM2
13062	GN	Guinea	Coyah	"New cases"	1	41925	Gvt	"Sitrep181 13Oct"	23	Coyah	ADM2
13063	GN	Guinea	Coyah	"Probable cases"	0	41925	Gvt	"Sitrep181 13Oct"	23	Coyah	ADM2
13064	GN	Guinea	Coyah	"Suspected cases"	3	41925	Gvt	"Sitrep181 13Oct"	23	Coyah	ADM2
13065	GN	Guinea	Dabola	Cases	5	41925	Gvt	"Sitrep181 13Oct"	14	Dabola	ADM2
13066	GN	Guinea	Dabola	"Confirmed cases"	2	41925	Gvt	"Sitrep181 13Oct"	14	Dabola	ADM2
13067	GN	Guinea	Dabola	Deaths	5	41925	Gvt	"Sitrep181 13Oct"	14	Dabola	ADM2
13068	GN	Guinea	Dabola	"New cases"	0	41925	Gvt	"Sitrep181 13Oct"	14	Dabola	ADM2
13069	GN	Guinea	Dabola	"Probable cases"	3	41925	Gvt	"Sitrep181 13Oct"	14	Dabola	ADM2
13070	GN	Guinea	Dabola	"Suspected cases"	0	41925	Gvt	"Sitrep181 13Oct"	14	Dabola	ADM2
13071	GN	Guinea	Dalaba	Cases	9	41925	Gvt	"Sitrep181 13Oct"	34	Dalaba	ADM2
13072	GN	Guinea	Dalaba	"Confirmed cases"	9	41925	Gvt	"Sitrep181 13Oct"	34	Dalaba	ADM2
13073	GN	Guinea	Dalaba	Deaths	2	41925	Gvt	"Sitrep181 13Oct"	34	Dalaba	ADM2
13074	GN	Guinea	Dalaba	"New cases"	0	41925	Gvt	"Sitrep181 13Oct"	34	Dalaba	ADM2
13075	GN	Guinea	Dalaba	"Probable cases"	0	41925	Gvt	"Sitrep181 13Oct"	34	Dalaba	ADM2
13076	GN	Guinea	Dalaba	"Suspected cases"	0	41925	Gvt	"Sitrep181 13Oct"	34	Dalaba	ADM2
13077	GN	Guinea	Dinguiraye	Cases	1	41925	Gvt	"Sitrep181 13Oct"	15	Dinguiraye	ADM2
13078	GN	Guinea	Dinguiraye	"Confirmed cases"	0	41925	Gvt	"Sitrep181 13Oct"	15	Dinguiraye	ADM2
13079	GN	Guinea	Dinguiraye	Deaths	1	41925	Gvt	"Sitrep181 13Oct"	15	Dinguiraye	ADM2
13080	GN	Guinea	Dinguiraye	"New cases"	0	41925	Gvt	"Sitrep181 13Oct"	15	Dinguiraye	ADM2
13081	GN	Guinea	Dinguiraye	"Probable cases"	1	41925	Gvt	"Sitrep181 13Oct"	15	Dinguiraye	ADM2
13082	GN	Guinea	Dinguiraye	"Suspected cases"	0	41925	Gvt	"Sitrep181 13Oct"	15	Dinguiraye	ADM2
13083	GN	Guinea	Dubreka	Cases	22	41925	Gvt	"Sitrep181 13Oct"	24	Dubreka	ADM2
13084	GN	Guinea	Dubreka	"Confirmed cases"	21	41925	Gvt	"Sitrep181 13Oct"	24	Dubreka	ADM2
13085	GN	Guinea	Dubreka	Deaths	7	41925	Gvt	"Sitrep181 13Oct"	24	Dubreka	ADM2
13086	GN	Guinea	Dubreka	"New cases"	0	41925	Gvt	"Sitrep181 13Oct"	24	Dubreka	ADM2
13087	GN	Guinea	Dubreka	"Probable cases"	0	41925	Gvt	"Sitrep181 13Oct"	24	Dubreka	ADM2
13088	GN	Guinea	Dubreka	"Suspected cases"	1	41925	Gvt	"Sitrep181 13Oct"	24	Dubreka	ADM2
13089	GN	Guinea	Faranah	Cases	1	41925	Gvt	"Sitrep181 13Oct"	3	Faranah	ADM1
13090	GN	Guinea	Faranah	"Confirmed cases"	0	41925	Gvt	"Sitrep181 13Oct"	3	Faranah	ADM1
13091	GN	Guinea	Faranah	Deaths	0	41925	Gvt	"Sitrep181 13Oct"	3	Faranah	ADM1
13092	GN	Guinea	Faranah	"New cases"	1	41925	Gvt	"Sitrep181 13Oct"	3	Faranah	ADM1
13093	GN	Guinea	Faranah	"Probable cases"	0	41925	Gvt	"Sitrep181 13Oct"	3	Faranah	ADM1
13094	GN	Guinea	Faranah	"Suspected cases"	1	41925	Gvt	"Sitrep181 13Oct"	3	Faranah	ADM1
13095	GN	Guinea	Forécariah	Cases	17	41925	Gvt	"Sitrep181 13Oct"	0		
13096	GN	Guinea	Forécariah	"Confirmed cases"	12	41925	Gvt	"Sitrep181 13Oct"	0		
13097	GN	Guinea	Forécariah	Deaths	10	41925	Gvt	"Sitrep181 13Oct"	0		
13098	GN	Guinea	Forécariah	"New cases"	0	41925	Gvt	"Sitrep181 13Oct"	0		
13099	GN	Guinea	Forécariah	"Probable cases"	2	41925	Gvt	"Sitrep181 13Oct"	0		
13100	GN	Guinea	Forécariah	"Suspected cases"	3	41925	Gvt	"Sitrep181 13Oct"	0		
13101	GN	Guinea	Gueckedou	Cases	368	41925	Gvt	"Sitrep181 13Oct"	38	Gueckedou	ADM2
13102	GN	Guinea	Gueckedou	"Confirmed cases"	249	41925	Gvt	"Sitrep181 13Oct"	38	Gueckedou	ADM2
13103	GN	Guinea	Gueckedou	Deaths	302	41925	Gvt	"Sitrep181 13Oct"	38	Gueckedou	ADM2
13104	GN	Guinea	Gueckedou	"New cases"	1	41925	Gvt	"Sitrep181 13Oct"	38	Gueckedou	ADM2
13105	GN	Guinea	Gueckedou	"Probable cases"	112	41925	Gvt	"Sitrep181 13Oct"	38	Gueckedou	ADM2
13106	GN	Guinea	Gueckedou	"Suspected cases"	7	41925	Gvt	"Sitrep181 13Oct"	38	Gueckedou	ADM2
13107	GN	Guinea	Kankan	Cases	0	41925	Gvt	"Sitrep181 13Oct"	4	Kankan	ADM1
13108	GN	Guinea	Kankan	"Confirmed cases"	0	41925	Gvt	"Sitrep181 13Oct"	4	Kankan	ADM1
13109	GN	Guinea	Kankan	Deaths	0	41925	Gvt	"Sitrep181 13Oct"	4	Kankan	ADM1
13110	GN	Guinea	Kankan	"New cases"	0	41925	Gvt	"Sitrep181 13Oct"	4	Kankan	ADM1
13111	GN	Guinea	Kankan	"Probable cases"	0	41925	Gvt	"Sitrep181 13Oct"	4	Kankan	ADM1
13112	GN	Guinea	Kankan	"Suspected cases"	0	41925	Gvt	"Sitrep181 13Oct"	4	Kankan	ADM1
13113	GN	Guinea	Kerouane	Cases	43	41925	Gvt	"Sitrep181 13Oct"	19	Kerouane	ADM2
13114	GN	Guinea	Kerouane	"Confirmed cases"	41	41925	Gvt	"Sitrep181 13Oct"	19	Kerouane	ADM2
13115	GN	Guinea	Kerouane	Deaths	11	41925	Gvt	"Sitrep181 13Oct"	19	Kerouane	ADM2
13116	GN	Guinea	Kerouane	"New cases"	4	41925	Gvt	"Sitrep181 13Oct"	19	Kerouane	ADM2
13117	GN	Guinea	Kerouane	"Probable cases"	0	41925	Gvt	"Sitrep181 13Oct"	19	Kerouane	ADM2
13118	GN	Guinea	Kerouane	"Suspected cases"	2	41925	Gvt	"Sitrep181 13Oct"	19	Kerouane	ADM2
13119	GN	Guinea	Kindia	Cases	1	41925	Gvt	"Sitrep181 13Oct"	5	Kindia	ADM1
13120	GN	Guinea	Kindia	"Confirmed cases"	1	41925	Gvt	"Sitrep181 13Oct"	5	Kindia	ADM1
13121	GN	Guinea	Kindia	Deaths	0	41925	Gvt	"Sitrep181 13Oct"	5	Kindia	ADM1
13122	GN	Guinea	Kindia	"New cases"	0	41925	Gvt	"Sitrep181 13Oct"	5	Kindia	ADM1
13123	GN	Guinea	Kindia	"Probable cases"	0	41925	Gvt	"Sitrep181 13Oct"	5	Kindia	ADM1
13124	GN	Guinea	Kindia	"Suspected cases"	0	41925	Gvt	"Sitrep181 13Oct"	5	Kindia	ADM1
13125	GN	Guinea	Kissidougou	Cases	10	41925	Gvt	"Sitrep181 13Oct"	17	Kissidougou	ADM2
13126	GN	Guinea	Kissidougou	"Confirmed cases"	5	41925	Gvt	"Sitrep181 13Oct"	17	Kissidougou	ADM2
13127	GN	Guinea	Kissidougou	Deaths	9	41925	Gvt	"Sitrep181 13Oct"	17	Kissidougou	ADM2
13128	GN	Guinea	Kissidougou	"New cases"	0	41925	Gvt	"Sitrep181 13Oct"	17	Kissidougou	ADM2
13129	GN	Guinea	Kissidougou	"Probable cases"	5	41925	Gvt	"Sitrep181 13Oct"	17	Kissidougou	ADM2
13130	GN	Guinea	Kissidougou	"Suspected cases"	0	41925	Gvt	"Sitrep181 13Oct"	17	Kissidougou	ADM2
13131	GN	Guinea	Kouroussa	Cases	4	41925	Gvt	"Sitrep181 13Oct"	20	Kouroussa	ADM2
13132	GN	Guinea	Kouroussa	"Confirmed cases"	2	41925	Gvt	"Sitrep181 13Oct"	20	Kouroussa	ADM2
13133	GN	Guinea	Kouroussa	Deaths	4	41925	Gvt	"Sitrep181 13Oct"	20	Kouroussa	ADM2
13134	GN	Guinea	Kouroussa	"New cases"	0	41925	Gvt	"Sitrep181 13Oct"	20	Kouroussa	ADM2
13135	GN	Guinea	Kouroussa	"Probable cases"	2	41925	Gvt	"Sitrep181 13Oct"	20	Kouroussa	ADM2
13136	GN	Guinea	Kouroussa	"Suspected cases"	0	41925	Gvt	"Sitrep181 13Oct"	20	Kouroussa	ADM2
13137	GN	Guinea	Lola	Cases	12	41925	Gvt	"Sitrep181 13Oct"	39	Lola	ADM2
13138	GN	Guinea	Lola	"Confirmed cases"	9	41925	Gvt	"Sitrep181 13Oct"	39	Lola	ADM2
13139	GN	Guinea	Lola	Deaths	3	41925	Gvt	"Sitrep181 13Oct"	39	Lola	ADM2
13140	GN	Guinea	Lola	"New cases"	2	41925	Gvt	"Sitrep181 13Oct"	39	Lola	ADM2
13141	GN	Guinea	Lola	"Probable cases"	0	41925	Gvt	"Sitrep181 13Oct"	39	Lola	ADM2
13142	GN	Guinea	Lola	"Suspected cases"	3	41925	Gvt	"Sitrep181 13Oct"	39	Lola	ADM2
13143	GN	Guinea	Macenta	Cases	537	41925	Gvt	"Sitrep181 13Oct"	40	Macenta	ADM2
13144	GN	Guinea	Macenta	"Confirmed cases"	471	41925	Gvt	"Sitrep181 13Oct"	40	Macenta	ADM2
13145	GN	Guinea	Macenta	Deaths	298	41925	Gvt	"Sitrep181 13Oct"	40	Macenta	ADM2
13146	GN	Guinea	Macenta	"New cases"	8	41925	Gvt	"Sitrep181 13Oct"	40	Macenta	ADM2
13147	GN	Guinea	Macenta	"Probable cases"	19	41925	Gvt	"Sitrep181 13Oct"	40	Macenta	ADM2
13148	GN	Guinea	Macenta	"Suspected cases"	47	41925	Gvt	"Sitrep181 13Oct"	40	Macenta	ADM2
13149	GN	Guinea	Mamou	Cases	0	41925	Gvt	"Sitrep181 13Oct"	7	Mamou	ADM1
13150	GN	Guinea	Mamou	"Confirmed cases"	0	41925	Gvt	"Sitrep181 13Oct"	7	Mamou	ADM1
13151	GN	Guinea	Mamou	Deaths	0	41925	Gvt	"Sitrep181 13Oct"	7	Mamou	ADM1
13152	GN	Guinea	Mamou	"New cases"	0	41925	Gvt	"Sitrep181 13Oct"	7	Mamou	ADM1
13153	GN	Guinea	Mamou	"Probable cases"	0	41925	Gvt	"Sitrep181 13Oct"	7	Mamou	ADM1
13154	GN	Guinea	Mamou	"Suspected cases"	0	41925	Gvt	"Sitrep181 13Oct"	7	Mamou	ADM1
