Destination Country,Donor,Recipient Organization,Emergency title,Response Plan/Appeal title,Project code,Emergency year,USD committed/contributed,USD pledged,Description,IASC Standard Sector,Original currency amount,Original currency unit,Decision date,Contribution status,Reported by
Region,Netherlands,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"6,684,492",0,(Region) Contribution to WHO emergency aid activities within the scope of the WHO Ebola Response Roadmap (27049 (DSH0119375)),HEALTH,"5,000,000",EUR,10/31/14,Paid contribution,Donor and Agency
Region,Netherlands,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,"1,317,523",(Region) Staff,COORDINATION AND SUPPORT SERVICES,"1,000,000",EUR,9/23/14,Pledge,Donor
Region,Netherlands,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,"3,527,536",(Region) Humanitarian assistance (through Red Cross not yet specified),SECTOR NOT YET SPECIFIED,"2,677,400",EUR,9/23/14,Pledge,Donor
Region,Netherlands,Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"17,534,943",0,"(Region) Procurement (by IPA) and transport (by the Ministry of Defence) of emergency goods to Ebola affected regions in Western Africa (Sierra Leone, Liberia and Guinea. The goods will be delivered to the WHO. (27020 + 27025)",HEALTH,"13,800,000",EUR,10/31/14,Commitment,Donor
Region,Netherlands,Médecins sans Frontières,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71118/5081,2014,0,"1,317,523",(Region) Humanitarian assistance,HEALTH,"1,000,000",EUR,9/23/14,Pledge,Donor
Region,Netherlands,International Procurement Agency,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"6,350,529",0,"(Region) Procurement (by IPA) and transport (by the Ministry of Defence) of emergency goods to Ebola affected regions in Western Africa (Sierra Leone, Liberia and Guinea. The goods will be delivered to the WHO. (27020 + 27025)",HEALTH,"4,997,866",EUR,10/31/14,Commitment,Donor
Region,New Zealand,Ebola Response Multi-Partner Trust Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71642/16815,2014,"1,169,400",0,(region) Ebola Response Multi-Partner Trust Fund,HEALTH,"1,500,000",NZD,10/21/14,Paid contribution,Donor and Agency
Region,New Zealand,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"418,760",0,(Region) WHO - Ebola Virus Diseases Outbreak response in West Africa,HEALTH,"500,000",NZD,10/3/14,Paid contribution,Donor and Agency
Region,Nigeria,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,"3,500,000",(Region) Ebola response,HEALTH,,USD,9/25/14,Pledge,Donor
Region,Norway,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"9,306,654",0,(Region) In-kind - Ebola Response,HEALTH,"60,000,000",NOK,10/6/14,Commitment,Donor
Region,Norway,Médecins sans Frontières - Norway,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71117/12761,2014,"670,466",0,(Guinea) QZA-14/0235-3/Emergency medical response to a Haemorrhagic Fever Outbreak in Guinea and neighbouring countries.,HEALTH,"4,000,000",NOK,6/30/14,Paid contribution,Donor
Region,Norway,Médecins sans Frontières - Norway,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71117/12761,2014,"798,212",0,(Region) Ebola Response ( QZA-14/0235),HEALTH,"5,000,000",NOK,8/18/14,Paid contribution,Donor
Region,Norway,Clinton Health Access Initiative,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"387,777",0,(Region) Ebola Response,HEALTH,"2,500,000",NOK,8/18/14,Paid contribution,Donor
Region,Norway,Médecins sans Frontières - Norway,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71117/12761,2014,"1,131,039",0,(Region) Ebola Response (RAF-14/0045),HEALTH,"7,000,000",NOK,9/26/14,Paid contribution,Donor
Region,Norway,Norwegian Refugee Council,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"930,665",0,(Region) Ebola Response (QZA-12/0209) (through NORCAP),HEALTH,"6,000,000",NOK,10/13/14,Paid contribution,Donor
Region,Norway,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"1,085,776",0,(Region) Ebola Response (QZA-12/0251) (through the Norwegian Red Cross),HEALTH,"7,000,000",NOK,10/17/14,Paid contribution,Donor
Region,Norway,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"1,117,497",0,(Region) WHO - Ebola Virus Diseases Outbreak response in west Africa,HEALTH,"7,000,000",NOK,10/3/14,Paid contribution,Agency
Region,Norway,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"1,596,424",0,(Region) RAF-14/0045/Support to Ebola Virus Disease Outbreak Response Plan in West Africa,HEALTH,"10,000,000",NOK,6/30/14,Paid contribution,Donor and Agency
Region,Norway,Ebola Response Multi-Partner Trust Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71642/16815,2014,"2,290,000",0,(Region) Ebola Response Multi-Partner Trust Fund,HEALTH,"15,000,000",NOK,10/21/14,Commitment,Donor and Agency
Region,Norway,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"1,085,776",0,(Region) Ebola Response (QZA-12/0251) (through the Norwegian Red Cross),HEALTH,"7,000,000",NOK,10/6/14,Commitment,Donor
Region,Norway,Norwegian Refugee Council,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"775,555",0,(Region) Ebola Response (QZA-12/0209) (through NORCAP),HEALTH,"5,000,000",NOK,10/6/14,Commitment,Donor
Region,Norway,African Union,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"2,827,597",0,(Region) Ebola Response (RAF-14/0064),HEALTH,"17,500,000",NOK,9/1/14,Commitment,Donor
Region,Norway,World Food Programme,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/CSS/72256/561,2014,"861,178",0,(Region) Ebola response,COORDINATION AND SUPPORT SERVICES,,USD,10/10/14,Paid contribution,Agency
Region,Novartis,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"1,036,269",0,(Region) To support relief efforts + matching contributions program in place,HEALTH,,USD,11/11/14,Paid contribution,Donor
Region,Novo Nordisk,Danish Red Cross,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71123/5461,2014,"169,405",0,(Region) To support Ebola relief efforts,HEALTH,"1,000,000",NOK,11/2/14,Paid contribution,Donor
Region,OPEC Fund for International Development,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"500,000",0,(Region) WHO - Ebola virus disease outbreak response plan in West Africa,HEALTH,,USD,8/20/14,Paid contribution,Agency
Region,Paul G. Allen Family Foundation,Centers for Disease Control Foundation,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"9,000,000",0,"(Region) to establish sustainable emergency operations centers in the most impacted countries of Guinea, Liberia and Sierra Leone",HEALTH,,USD,9/11/14,Commitment,Donor
Region,Paul G. Allen Family Foundation,American Red Cross,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71277/5454,2014,"2,800,000",0,"(Region) equipment, volunteers and educational materials in Guinea, Sierra Leone and Liberia",HEALTH,,USD,8/1/14,Paid contribution,Donor
Region,Paul G. Allen Family Foundation,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"1,000,000",0,(Region) To support the continued delivery by Direct Relief of medical supplies and logistical support on the ground in Ebola-affected West African nations,HEALTH,,USD,11/6/14,Commitment,Donor
Region,Paul G. Allen Family Foundation,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,"74,100,000",(Region) To partner with U.S. State Department and World Health Organization to evacuate and treat infected humanitarian workers; to collaborate with University of Massachusetts Medical School to provide training and equipment; to coordinate and optimize Global Giving by Launching “Fund a Need” Donation Platform.,HEALTH,,USD,10/23/14,Pledge,Donor
Region,Paul G. Allen Family Foundation,Action Contre la Faim,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"1,900,000",0,"(Region) To provide food for isolated patients, construct water kiosks and hand washing stations, improve Ebola prevention awareness, and train community health volunteers.",HEALTH,,USD,11/6/14,Commitment,Donor
Region,Paul G. Allen Family Foundation,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"1,350,000",0,To provide additional supplies and services to under-resourced clinics to improve the county health system in Grand Bassa County in Liberia,HEALTH,,USD,11/6/14,Commitment,Donor
Region,Paul G. Allen Family Foundation,GlobalGiving,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"100,000",0,"(REGION) The Paul G. Allen Family Foundation issued a matching grant challenge of up to $100,000 through Global Giving to support innovative programs working to combat the Ebola outbreak",HEALTH,,USD,9/12/14,Paid contribution,Donor
Region,Philippines,Ebola Response Multi-Partner Trust Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71642/16815,2014,0,"2,000,000",(Region) Ebola Response Multi-Partner Trust Fund,HEALTH,,USD,11/18/14,Pledge,Agency
Region,Philippines,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"2,000,000",0,(Region) WHO - Ebola Virus Diseases Outbreak response in west Africa,HEALTH,,USD,10/31/14,Commitment,Agency
Region,Private (individuals & organisations),World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"400,000",0,(Region) WHO - Ebola Virus Diseases Outbreak response in west Africa (BHP Billiton),HEALTH,,USD,9/8/14,Paid contribution,Agency
Region,Private (individuals & organisations),World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"30,000",0,(Region) (In-kind) Astrium has provided Satellite Services to WHO.,HEALTH,,USD,10/23/14,Paid contribution,Donor
Region,Private (individuals & organisations),Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,0,"(REGION) (IN-KIND) Global Logistics Services is waiving ‘Agency Charges’ to all their clients. As such, there will be no charges on the ongoing shipment of needed medical supplies, equipment and other essential commodities falling under the Ebola Prevention and Control (EP&C) measures.",HEALTH,,USD,9/17/14,Paid contribution,Donor
Region,Private (individuals & organisations),Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,0,"(Region) (In-kind) Cardno Emerging Markets USA Ltd has teams providing financial management support to the Ministries of Health in Guinea, Sierra Leone, and Liberia and a team of road engineers in Liberia.",HEALTH,,USD,10/28/14,Paid contribution,Donor
Region,Private (individuals & organisations),British Red Cross,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/SNYS/71843/110,2014,"35,000",0,"(Region) IAMGOLD Corporation makes donation of $35,000 to the British Red Cross to support response and preparedness activities.",HEALTH,,USD,10/29/14,Paid contribution,Donor
Region,Private (individuals & organisations),World Food Programme,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/F/71114/561,2014,"49,950",0,(Region) Contribution to the Regional Emergency Operation,FOOD,,USD,10/14/14,Paid contribution,Agency
Region,Private (individuals & organisations),Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,0,"(Region) (In-kind) Randgold provided Trainings, Isolation tents, PPEs ( Ebola Kit), IR Thermometers to Mali, Ivory Coast and DRC.",HEALTH,,USD,9/29/14,Paid contribution,Donor
Region,Private (individuals & organisations),Save the Children,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71107/6079,2014,0,"100,000",(Region) Xerox has pledged a donation to Save the Children for its work with families in West Africa who are dealing with the virus.,HEALTH,,USD,10/31/14,Pledge,Donor
